lock_send_date,address,lock_send,metadata,receive_whitelisted,type,value,vesting,vesting_total
2018-12-19T22:56:55-05:00,SPAKPQADPKET9E69WKWBAAMQQ78M5QW3JTSR3HZK,555193,a245d3cda444e59dd05afa23c33473d552130e12107dc0013fc8edecd8017418,true,STACKS,0,[object Object],166667000000
2018-12-01T22:56:55-05:00,SP3J87612GW7KK4C94H8VK3CF142BN1GE5T4YXR0R,552601,0b21f37d4d99847c11a6e196c2533c5f1bed071b8fb35e3b8599cb5d6a3a106f,true,STACKS,0,[object Object],250000000000
2018-12-01T22:56:55-05:00,SP19C3W4ZVCEYVXBEBGC67H8YGZ1QQ2FDG2Q6SYB,552601,29a525c2b4b5cb6f375eecbbd199116ee7385ea90d6cf91c2ccf767841290298,true,STACKS,0,[object Object],83333000000
2018-12-19T22:56:55-05:00,SPZKNKJPFQN7NKV8GEB494PEW2FGFC0NEYBCN5ND,555193,c68e00bf20850c524de99d1dd15894beb7f487b998f98666bda64dbe3fff00da,true,STACKS,0,[object Object],77083000000
2018-12-19T22:56:55-05:00,SP10TEEWM4Z12KXS3T3D74D07T6T5ZXMM06RZ04EF,555193,18a7e371c734debef4ffd775787cf7911327b5742cdc2ca38bb559c12f025d86,true,STACKS,0,[object Object],41667000000
2018-12-19T22:56:55-05:00,SP3GW9GC9ME3CPFWBZWG4DAGBK8XBNXYHBGY1H4A3,555193,96b53f235588f989b3fdb400b618f50d91cefbaf66fd7f9995a8cf51794e060e,true,STACKS,0,[object Object],41666000000
2018-12-01T22:56:55-05:00,SPQ4D6FBD2T4K5MB9YXNGD2X9072650DFXAC9VZQ,552601,ce1c03504e439d51d65bef2f26b04414db9a546320fb3c88e432aa721a5cdaf5,true,STACKS,0,[object Object],83333000000
2018-12-01T22:56:55-05:00,SP2GYT6YN9XHMGYF3BHPXC81XD4FMH8NTFV2XRNZG,552601,fd523904ceff31f59636f9b847f85e784306c8743899039d33116a53cb28a241,true,STACKS,0,[object Object],416667000000
2018-12-19T22:56:55-05:00,SP1T5RDW75QJRGEEHE2GYXEJ77XG0JT1MYNTPJ1ZK,555193,8acb17846ac5e4c5631c9fab357e74c11f68ec5b457baf7ea1d7ab375ad0aa7f,true,STACKS,0,[object Object],166756000000
2018-12-19T22:56:55-05:00,SP3WAYE5954JD70844M7Q1WT2KBVY1TEY042X4RBY,555193,e5fe09b598b0472f994cdaa53a434581411603a3ce20282a7d33ccc9786e675e,true,STACKS,0,[object Object],31231000000
2018-12-19T22:56:55-05:00,SP2M0TCDSVJCVW3C743883Z9ES379YQ3MER06TQMP,555193,5095f7951441a60f27095cba159417a6bc92539dd6666825f40d8c8962ae24ef,true,STACKS,0,[object Object],83333000000
2018-12-19T22:56:55-05:00,SP2AWXMY4FJEGP9NVDMHNQH9TW1ZNM5GWZSTDYDK1,555193,6008043eb5cbd9d4469830760bdd362f9e813ae7e48c9a816bc8581103762c53,true,STACKS,0,[object Object],41667000000
2018-12-19T22:56:55-05:00,SP3M7ENZ3RRXCM1G5YWX6J9CYRPQ34WMP5WFAGGBF,555193,43044c77bbe21c583607ad4525696e516e5a4e5a7a810c83b001124213434ec7,true,STACKS,0,[object Object],41669000000
2018-12-19T22:56:55-05:00,SP33ET79CAHZTY3YTSH5DBB27AAY5VSBY0RX4HB5C,555193,4ea21a1dd01957a0e08b81ea4cff6ff2ff02f132c31d14e45e77e4787fc3a381,true,STACKS,0,[object Object],62500000000
2018-12-01T22:56:55-05:00,SPMZXH0N765XSNWMS7VQF5N0Z52FS1QWD0QMQRNQ,552601,189275fba19a8cb7e25990519e634ce78377f42e9e430c8492d7624ad1bc1f12,true,STACKS,0,[object Object],1468134000000
2018-12-19T22:56:55-05:00,SPXP4DTH47KX5V731KN7H7W30W2PCEMJ23JHFMC2,555193,a6bb5929ba5d4a963275b9ff3214b38cc4ed3c1474667e9c6d465011fe003d3e,true,STACKS,0,[object Object],24165000000
2018-12-19T22:56:55-05:00,SP32PR0RQE0J4NAYDB5TCAXDCWC29W3179FC2MEB8,555193,46b8a8679303a4d5a2be1736ae33c90269bbbcc6b3e7bba0153f2411451d7916,true,STACKS,0,[object Object],166637000000
2018-12-01T22:56:55-05:00,SPAREQB26JFZKQ7XKBFSE7S0X5N6DAFG7HE1RM19,552601,5f9b0224d7cc2a682779a929f20587fa58fbd082a2da76ea4fb9b5c4173f3d2e,true,STACKS,0,[object Object],250000000000
2018-12-01T22:56:55-05:00,SP24Q64A5FWQ27NS4KGNSN9S9AD2MRZGNTME6S288,552601,0639f43dfaa93046f2a70c68e94d530eaf569f12ce36220cd343815c1db75876,true,STACKS,0,[object Object],6256854000000
2018-12-01T22:56:55-05:00,SP1DPC2XDT7HRC6A9VB7FKM7JNRKAA5G7SAKE8A5S,552601,1d5cca2bf66d676f1561fc82ebec3c0f462c2193533a4b13ac109936df6b6638,true,STACKS,0,[object Object],41667000000
2018-12-19T22:56:55-05:00,SP913RJ34V2X3YA2PTNXFVAZF9Z1SH8M1FH8X7CH,555193,4c5d867640c7b8eda89f2c0ca7f1cf601a5c4bf4d560eee350a76baf135bc7b8,true,STACKS,0,[object Object],24144000000
2018-12-19T22:56:55-05:00,SP1MS6Z9NPS4V3KFQ7BXJBCH4BSKTM637M5Z6K6CE,555193,b54b8031f0c69bec9904a1f92df99db55543454411d1a9f5f0466ef783ef78fa,true,STACKS,0,[object Object],125000000000
2018-12-19T22:56:55-05:00,SP2R8JBVS6G0HFZGKZ4XKP6HQ0VCM5DATEBXQGT4Y,555193,ac60bf3262150bceeaea53255a97e05b24c2bbcbee0b3b3e2b501a46496f1a6b,true,STACKS,0,[object Object],50000000000
2018-12-19T22:56:55-05:00,SP00000000000000000005F6SXMAZ,555193,1883c2bb68270739a6499387b9e9187d86c93c961ad57e70176e9bfdcc6f7326,true,STACKS,0,[object Object],166667000000
2018-12-19T22:56:55-05:00,SP1HDCCTBM0N64X3KNSZZWMA5PVA2VM4DS9S3402Q,555193,a8bf73db5715c11de0cb3ba340cbe37c116b3bb1ff1a9641910103194b99fa53,true,STACKS,0,[object Object],62500000000
2018-12-19T22:56:55-05:00,SPT532PKM1J9AXQJY4TKQDAPADJJ577G2XA9SA4G,555193,3c668fee567efd7e954337bc82471d131607a55661887c375520e069d37d7850,true,STACKS,0,[object Object],83333000000
2018-12-19T22:56:55-05:00,SP15SS77FPQ1065FZ17SHGVR91HEDEV9REYEXADJC,555193,7dc6887402ac4946e774ff4bda2e97961971c516f5469cb8fe84bf8ee68acb07,true,STACKS,0,[object Object],33343000000
2018-12-19T22:56:55-05:00,SPVV974TK671G53GCCKV8R5NZKS49JB1S3FM0VMQ,555193,8093bef28392f67d5f8c42fa68400542f11b078ad5b54f97eabd1898fe16ebab,true,STACKS,0,[object Object],844497000000
2018-12-19T22:56:55-05:00,SPAEB2VVEKD0JTDN5RY79V0M4PMMSKNFK6TJ128C,555193,c4c94133c4179a54bc51a5b280068b11495df7ed4ef05b10ee160d3ee4a19825,true,STACKS,0,[object Object],125000000000
2018-12-19T22:56:55-05:00,SP36NX4M1GCESQ70266RG2E1W4ZH8YHZMBTXXSJ4D,555193,eb889fc946fc5fc783bcc513d0ebd417755ae69818a0765750fefdc5480bbae1,true,STACKS,0,[object Object],41667000000
2018-12-19T22:56:55-05:00,SP3QH1S93FJFG77PCVV1ZYM2DRWBGZKYRB9DAR6SZ,555193,061d3ebaa30d6b0462d4b441a65f397d9017c480a15c6e7c8102553c56ed4d9c,true,STACKS,0,[object Object],50000000000
2018-12-19T22:56:55-05:00,SP2CG5R9SF1V3E006T6TFNM4RT1YA6P9G9SAC75F2,555193,1f3a0d6eadf593cf2faffae9bffe640fcca4a73c79a34abb5a58c36027f15c03,true,STACKS,0,[object Object],83333000000
2018-12-19T22:56:55-05:00,SP1N8DACZPFGJ326V4623PPPY70729ZH6FA3K9T6E,555193,a6d8deb5d5f178f6aac1ecfbf313aba1a6f53c3398a7d2482f204b513664da62,true,STACKS,0,[object Object],51905000000
2018-12-01T22:56:55-05:00,SP3JKA5Y5WVN3APHCHTPRZBMNQFF91HTMX3PZ2DKM,552601,dd12a55301c59526f29abcf53ed033f0a602f372dc6d9ede4c6eda8ccf306e13,true,STACKS,0,[object Object],375722000000
2018-12-19T22:56:55-05:00,SP33XD9DT4NRY4DYGDPW9WGWG4F73RJYMZXXP7E9T,555193,3936dd0ef6aa1ee21558080cd90030b0f8d004eb83d44cb2745fc8ee730d665b,true,STACKS,0,[object Object],133346000000
2018-12-19T22:56:55-05:00,SP1ERE1Z1MDVM100NWYR16GZZJJTZQYHG4F6GWBDM,555193,2da96125031db6e24feb754f99977fb932c229b067b40cdd04d94266c77f31cc,true,STACKS,0,[object Object],41667000000
2018-12-19T22:56:55-05:00,SP1N7EGRZCS1S9MV0Y4YD1QPKHJXBGVJ398HF8CH4,555193,adaa4e7543852e834754d46fb30ec262f32f545d3164b5796f6edb3c849ea800,true,STACKS,0,[object Object],49949000000
2018-12-19T22:56:55-05:00,SP390ATGDGQFHE5YEWKXHCGQVXNAQP25JAXXZMWSC,555193,b804357deace5d8ed914d57b876b959171beaefbdc0b496a9b4aa003c8110d4a,true,STACKS,0,[object Object],24995000000
2018-12-19T22:56:55-05:00,SP2HXDZ90ZRSR0HEE7RH2REPMD9HVDZKMYAMXB0BE,555193,7a3cb473fd5a488fb62fbe7fd23f995f53894b8f9355f421dd6420adc257511d,true,STACKS,0,[object Object],83418000000
2018-12-01T22:56:55-05:00,SP8029P2S4C1EABQD6KVKFZXTAB9EJXYJDAXGPNQ,552601,d19c44fe108ff58e6aff9a2e06f1d81e7bb7d1145d1f57a3c3b4c1af3edbb2c6,true,STACKS,0,[object Object],250005000000
2018-12-01T22:56:55-05:00,SP32X5PW0ANJ56SZ3Y3VN7P8JG796325F9KQJTA13,552601,79b1c2d5d93616338e2d3eec5ef6c13cffbeb1c749b0b3ef742a79c7f5f84fd1,true,STACKS,0,[object Object],2083333000000
2018-12-01T22:56:55-05:00,SPAGMXNQH7TR4SQQBZQWNX5TS58A9SCSBHJA6YTR,552601,fe3a7ddf7b3520cb33f438078e99f28c388d00a5c9143a083c7d272e88c294c1,true,STACKS,0,[object Object],2270386000000
2018-12-01T22:56:55-05:00,SP3MK3BNRA97T5YXBYAY609YZE0JSCZX0GEAKYD27,552601,a46d58f7a4cd5e9f362075d6f73d6b9a4fbccc273133ba32c93af321820620f0,true,STACKS,0,[object Object],499057000000
2018-12-19T22:56:55-05:00,SPJE51MEKM1STA5E1SBFNBFZS4G5ZZ8VQJBYXJQ2,555193,c21e758fed85fc296b7834b91700b94bdce30eff7afb6b408c724d56dc25f196,true,STACKS,0,[object Object],25000000000
2018-12-19T22:56:55-05:00,SP2ECKAWK4DRPM6AMP2QH3VFCP5DHKZBFWVEWTDNR,555193,1976efa1656dfe9669e7db0ac5d83ce2468c8e1f1acbabedd264eb793b05303b,true,STACKS,0,[object Object],41667000000
2018-12-19T22:56:55-05:00,SP4RRB9NNWGT4QXV37YCKMXDWFT1PF87XD4HS97S,555193,118e694853d75060fd0c3f1416b7aec059f918e63557dee26f12e802b698ec6b,true,STACKS,0,[object Object],50069000000
2018-12-19T22:56:55-05:00,SPH1P35BVTPF26TTHVC6VX371RW1CKAY3MSPK4E5,555193,58e46269fa78d8140b70851b18a4c3d39dec491ec4c0e43b4599056bef4a65be,true,STACKS,0,[object Object],16667000000
2018-12-01T22:56:55-05:00,SP373XPJZ5HM47K3V1T7QK5H4TJ6PKC8HTC6HSEWY,552601,00093f1137cb05bd8755a0d9996b665be33b4eb7e57ada44965d64b43b70ae80,true,STACKS,0,[object Object],166454000000
2018-12-19T22:56:55-05:00,SP3RHAZJSMJP95WDYWH69AX5Q6ZB2Y5DGYWATPT34,555193,919159bbe4d3ece65565d6cfcd7fdd6a2385cc1557ee2658207e315c0013ecf9,true,STACKS,0,[object Object],41667000000
2018-12-01T22:56:55-05:00,SPSKPW0SAXKHAHSR6AEHE55GR9JZDMR424NH8YXR,552601,fb98d25f93193105bf40cbc2673cf71f8b4eb6f568c45735b457f791953856bb,true,STACKS,0,[object Object],166780000000
2018-12-19T22:56:55-05:00,SP25G9EEYGZWWG1W6QGRQ6R54C5YSNX46D3XKPZD2,555193,caf3595fa7857c83ce973f09eb8232027e61cf5205ba5a51f19fd6c2765d9b85,true,STACKS,0,[object Object],83333000000
2018-12-01T22:56:55-05:00,SP15Y42JJPDPZG8P7P529QTG3WEKFWXTKCTZ71SF2,552601,05892b733e8f3f03a101c3fad866478cff424fb44f0517492f16a92d45423f69,true,STACKS,0,[object Object],1250000000000
2018-12-19T22:56:55-05:00,SP1C850AWQH1ZCN3XWWFJNQTR6VJ1NA93JAJ93ARD,555193,52726a25139733d75a2d77d826325853da2bef73df34fbc9e7ac34561ae88603,true,STACKS,0,[object Object],41668000000
2018-12-19T22:56:55-05:00,SP34NA1KS9KNARFC1XX46A87HEANM9W1ZRHW7TYKJ,555193,0813298fd5f5ab93793bdda45c042bf45d776669e84c02caa7891197bbfa1809,true,STACKS,0,[object Object],41667000000
2018-12-01T22:56:55-05:00,SP35H8RGEAYK6AWBX7WDXPRXBYJ7RQP2SA4PQYT4Y,552601,484c48f8935a19c65bf24db4547c2604f100d4593c70b464514bccc3e40e5e87,true,STACKS,0,[object Object],416667000000
2018-12-19T22:56:55-05:00,SP3MBS7RWDD1C5ZMVQARAH3FN3BV6TXZZ4KGDE8N1,555193,0d7c3cc4fe7220fe0b9e8d229d00b88886d0602f33fbe8cd3888df97e4315b45,true,STACKS,0,[object Object],25000000000
2018-12-01T22:56:55-05:00,SP3MYJ6EE9DS44FDGJPPS6ZDT9TCF8V351EM09694,552601,ca493d0b7e1435d02597b350df66956ef24edc3a0cec09bac51381383d599efe,true,STACKS,0,[object Object],4165099000000
2018-12-19T22:56:55-05:00,SP1ADJ3Y8ZCP38CNMR1AN9T8HAZBFR3HGFKTEB642,555193,72640f844e7884cf0273d1d17da75a9311f945179bdc857df9c8fe1f3003e00a,true,STACKS,0,[object Object],25000000000
2018-12-19T22:56:55-05:00,SP253ASASS450B96QVEZZWEH33099DKCJ4F9F9A0,555193,48805cacc1c17c3a7ff663624449f2c1fb76429268e3865f0ce1353f2b187ed3,true,STACKS,0,[object Object],25000000000
2018-12-19T22:56:55-05:00,SP15TNATQMYB1CJWR9SVESXF20G91AHJDKRRA25RY,555193,92aacc1b1f81f431e678f2d8620860a3c9a5047c04f501e878a2f5cd9e37d2a5,true,STACKS,0,[object Object],208333000000
2018-12-01T22:56:55-05:00,SPYMQXVRSJ81AEBA9E4G0KEVRV5B3JN6PD5MA47T,552601,f4ca90f58f8129eb68e2be147154161461326aaf879b8462dd1d3267fadbb651,true,STACKS,0,[object Object],833333000000
2018-12-19T22:56:55-05:00,SP1XGDD1PJDMV5H350MJRYX8NH2V0CEFXY2MP28E8,555193,ef02aa1a3142daedd6c5606c9f3bf908bb7d9d1caf74ffcf6624c7b248d1636d,true,STACKS,0,[object Object],83096000000
2018-12-01T22:56:55-05:00,SP3NWTM3488PN8REGRANCQ2P9VKN5JX9022CAE9MK,552601,84730bf85291368b3b64b16bb673f6279a6cdd4f990035805a5cc6a8b66dbdda,true,STACKS,0,[object Object],833313000000
2018-12-19T22:56:55-05:00,SPWKH35F48VVD1ERXT1X38C03AYQYE4YZ5SX4FMS,555193,7f1936c0bb191c2fefa2c0551f21a5afa122af8da7420299351d6728bc39526a,true,STACKS,0,[object Object],83540000000
2018-12-19T22:56:55-05:00,SP22V67G4FRHNP6TMQYFBHMX46JZD25NB5VHN0MAQ,555193,f73eca04b552f5d600e70e994118b878aadbaa7d2d370e70c9206b884c8e976d,true,STACKS,0,[object Object],83333000000
2018-12-01T22:56:55-05:00,SPJYBT0D8EMBNWCZGT1ZQ72EPX3Q14FMTV8DZ887,552601,b7c7a9b117d8b2b92048fe170158894d6b8b3193252a6262491e0c391ec2a4e3,true,STACKS,0,[object Object],208366000000
2018-12-19T22:56:55-05:00,SP8SPAZW41MFZKSSD2WRNHBN0A0JHD54RH0FB926,555193,311a03c9b3763d772452790e46b3f5bf300b97b80ec3dd130db50ecbca0a04a4,true,STACKS,0,[object Object],83333000000
2018-12-01T22:56:55-05:00,SP1THCBHDARJNARDPQ40REH97D19KV3SCCPZ561JV,552601,18e4ae27acc524ba1f44653b68dd98c3e04e7f1e2b9e6d455b36c5986e2276d8,true,STACKS,0,[object Object],836861000000
2018-12-19T22:56:55-05:00,SP27NGCG1SMB6DHM6REBW3J79W6TSMWEC60MMKFSD,555193,e48336340b7c1e8bb336cff9044165f3809c729855fd5dc91c775026cd4742f9,true,STACKS,0,[object Object],25000000000
2018-12-19T22:56:55-05:00,SP2G7HWZBT7RC8S5TJMWJE79F4C5QJEJA5BCXFSBZ,555193,d0033a8c1f26f3d6ae0a98fc7b94b15da298f51af7cc6116b805f323d101ac70,true,STACKS,0,[object Object],25000000000
2018-12-19T22:56:55-05:00,SPP9GAV648F9CJTYRXDAQTFZ7J95MF3ZTHN9X5WK,555193,dc973dba90ec54dcc5c1d34aeb1a56109e89bc43e5b30d877441195a5cfb5fe9,true,STACKS,0,[object Object],25000000000
2018-12-01T22:56:55-05:00,SP2SMFDA4X8W7CSJCKW9YGFFR6BVB3PR7A9SG00QQ,552601,a70d4006e885be78614050362790f1c7517a7c2dc891586846fec613269eb24d,true,STACKS,0,[object Object],208255000000
2018-12-01T22:56:55-05:00,SP0000000000000000000BH1AS4HH,552601,756b6ccbedbdd2a807348f905fb78909c4de725fccd8e7f5092123c1f8612ced,true,STACKS,0,[object Object],166799000000
2018-12-01T22:56:55-05:00,SP3P8VA6JS9YK375MY83APTMT0H0J0PA764880181,552601,845a3d53f53902315d8e9fec845fd0e1297b04989c8c3cc719c04efb8cf90fdd,true,STACKS,0,[object Object],833333000000
2018-12-19T22:56:55-05:00,SP8T8S38M93TQZCYW4G7GGPRES17WCTXWK03NSSH,555193,ef751193dde74eddaa2de7d1ae2cfaf7a4b96d0d25c50b227d5262da961d679e,true,STACKS,0,[object Object],25005000000
2018-12-19T22:56:55-05:00,SPPEFX7AGZ70NE8621NNT0J5W1JW00B45FSGQ4F7,555193,86938d0b8519ee01cd87e22ea59c1d61831b0cf051795280957c652bebe09c43,true,STACKS,0,[object Object],41813000000
2018-12-01T22:56:55-05:00,SP77CNBYACC067182TMBVSTZH3B5SN3435KMZFVJ,552601,4ddaf641b249f3bc508436252621d393663b05961ee603cf80a6e007a59ef445,true,STACKS,0,[object Object],1374863000000
2018-12-19T22:56:55-05:00,SPA2RPB17S4NYNMNWY9AFQ70DB4J2VG18P6P919V,555193,3ea0ca2032d4e935664c7e8537cc3aa36504b65d7a9ea86fa714770ad9b0e12f,true,STACKS,0,[object Object],41667000000
2018-12-19T22:56:55-05:00,SP234AE3DZW6SA9ZB3X3MA924246VKA9W01HK1R31,555193,453aeec1f4fed7b908dd8ab5d5e8bb954c8d459d01a52cb8aa1bfe29feb05a2c,true,STACKS,0,[object Object],83333000000
2018-12-19T22:56:55-05:00,SP28VA25BKNPP3RW57TNZGCE08AF6PD79PWDQEHZW,555193,547c2c0a4dbdb801d35c9b37c79a7f5fd0de58eca5b0d64f2bfbe8abafecf422,true,STACKS,0,[object Object],25000000000
2018-12-01T22:56:55-05:00,SP2TYDFY86384Q74ZYM7GNR5NR57P87ZG5VYXHTGE,552601,8adadd80f8c7cf0359df43f1e898a20c0462132bfc484ae4e497387fd5858858,true,STACKS,0,[object Object],208333000000
2018-12-01T22:56:55-05:00,SP19DMXMGDGS0TWPMQMP42AQF749276JMFGVAGXGE,552601,72498eec61d9a2d79af138d4303243e131cbe2a48758bd326bda40dc971eb54a,true,STACKS,0,[object Object],771316000000
2018-12-19T22:56:55-05:00,SP24Q9PK9DNTA2V89APY8WNBJ1QYKKSW9SWB04RJP,555193,34b2db9913eecd1c66fe66522fe18a70428eda57b94bfc6bc1196bd92604b0c4,true,STACKS,0,[object Object],83333000000
2018-12-19T22:56:55-05:00,SP1456R0MZ0WPB5HB3DFS8N8VR9Z0X1TCT7NNDB79,555193,fcf11710640e72ec342e1fe1e1d1f79a1b6df3d6a70549f4cb0e1d8d3340112c,true,STACKS,0,[object Object],41607000000
2018-12-19T22:56:55-05:00,SP99V9PKHW7H560GJYQV4ZJD946NC3JFVKK2C5WY,555193,012764a89808d7e63b6d2ba38de0adb28d1549c36ad89dd4a9cd799330f60931,true,STACKS,0,[object Object],83178000000
2018-12-01T22:56:55-05:00,SP1PP627QQNFYSRMRK5SY6450PWKHFSY20X4BRB12,552601,d3caab8129b7b7910586480db735aeb1db881acd0719e6b232f91ef2791ef29b,true,STACKS,0,[object Object],208333000000
2018-12-01T22:56:55-05:00,SPZQHP95ZGDV0XB8MPPFDE1CM4T4TAK2J8PTY335,552601,dfbcb48348e7580b8f7916cdd7f8c270c901f0a68277459eead2f6052a7e0467,true,STACKS,0,[object Object],208739000000
2018-12-01T22:56:55-05:00,SP25RFJHKS4G19SVE7GB9P9Z7K4NZDM3YKDJQ8BXT,552601,54fab0d527e345358bbef1570a953aaae4e1b44f0a4cfdd6b7a20451b3d7199a,true,STACKS,0,[object Object],208333000000
2018-12-19T22:56:55-05:00,SP24JWPTSK6PRD20EYTDRFQWAWC4BQF3RDEPXQBEB,555193,fde7468bd3bf76588522b62edfe081146dbdcf7a51399036b64257393b75ba5d,true,STACKS,0,[object Object],83333000000
2018-12-19T22:56:55-05:00,SP1S39SKHX923N796Q0Z0XSRS0C0E5VMZMKS30EQC,555193,6f6c0432cf718af2ea47dc12869b636fdc88689dd578edad565695fd3d239ad1,true,STACKS,0,[object Object],125000000000
2018-12-19T22:56:55-05:00,SP1YEG3M8N9WEW22PRMYE77RNXB6DQEQB7M1ZX3BV,555193,adc7e51129835564142d87a4007deea4bfbb5cbcdbf61eb990eae15c181811e4,true,STACKS,0,[object Object],62500000000
2018-12-19T22:56:55-05:00,SP2JGZ13ASHQP8YZ79ZH19Y70TRJXENCJ3E1WNMZV,555193,42631c90f4ac49841d207021bb4d7c004303c7fede91568b3c4474db0ac8e6e3,true,STACKS,0,[object Object],45986000000
2018-12-19T22:56:55-05:00,SP1CKDFW6B7CDHEKRW5CJD3GT010W2DDE4RJ8KWK7,555193,d1cb1dc6bdb66d44e7abb5e9e7138060dc3f66ba9121ebde35d697a0b27d5274,true,STACKS,0,[object Object],41667000000
2018-12-19T22:56:55-05:00,SP39P6ZDNW7015Y7GRWQGN9CK7PV0Y9HQCS9R7231,555193,d4f29a5c7a9fca431d3cf5d8b0878277f672c662ccbe584ae6ef45b91ed0919c,true,STACKS,0,[object Object],41374000000
2018-12-19T22:56:55-05:00,SP18P2AS7X2D9DHXSFTMAYM3BN6KA30K66G70XBE4,555193,def32898d0bdad59d91241e1c7e248806bceba5fa63b45858c85d4195f4629b9,true,STACKS,0,[object Object],41667000000
